Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum
schoolyard,5.41,1.71,22,5.37,2.34,19
schooner,4.95,1.76,22,2.29,1.45,21
science,6.32,2.21,22,5.25,2.4,20
scientific,5.95,1.68,19,4.22,2.29,18
scientist,5.83,1.97,23,4.14,2.14,22
scintillating,6.5,1.88,20,5.1,2.53,21
scissors,5.03,1.07,40,4.02,2.29,47
scoff,3.47,1.87,19,3.4,1.93,20
scold,2.77,1.27,22,4.19,2.6,21
scone,5.62,2.27,21,4.35,2.6,23
scoop,5.24,2.41,21,3.39,2.35,23
scoot,5.74,1.28,19,4.24,2.12,21
scooter,5.42,1.39,19,3.72,1.84,18
scope,5.17,0.79,18,3.48,1.94,21
scorch,3.45,2.09,22,4.9,2.66,21
scorching,3.54,1.79,41,4.98,2.19,47
score,6.5,1.74,22,6.35,2.13,20
scoreboard,5.4,1.79,20,4.59,2.42,22
scorer,5.42,1.28,24,3.64,2.38,22
scorn,3.07,1.37,41,4.53,2.33,47
scornful,2.5,1.15,20,4.71,2.51,21
scorpion,3.68,2.33,41,6.45,2.02,22
scotch,5.89,2.13,19,4.2,2.86,20
scoundrel,3.25,1.41,20,6.26,2.66,19
scour,4.89,1.81,18,4.09,2.23,23
scourge,4.13,1.96,23,4.91,2.54,22
scout,6.0,1.63,19,4.52,2.15,23
scowl,3.24,1.58,21,4.56,2.58,25
scrabble,6.14,2.03,21,3.52,2.04,21
scram,3.57,1.72,21,3.65,2.58,20
scramble,5.21,1.36,19,4.85,2.62,20
scrambled,5.2,1.47,20,3.79,2.8,24
scrambler,4.86,1.93,21,3.44,2.38,25
scrap,4.71,1.59,21,3.43,2.18,21
scrapbook,5.71,1.95,21,3.9,2.05,20
scrape,3.74,1.69,19,4.5,2.28,22
scrappy,4.0,1.9,21,4.78,2.49,23
scratch,4.95,1.65,19,4.35,2.28,20
scratchy,3.65,1.27,20,4.82,1.76,22
scrawny,3.89,2.13,19,4.26,1.81,23
scream,3.02,1.62,40,6.74,1.66,23
screamer,3.68,2.21,19,6.52,2.54,21
screech,3.5,1.57,20,6.05,2.84,19
screen,5.55,1.26,22,4.09,2.37,22
screening,4.77,1.45,22,4.14,2.1,22
screenplay,5.65,1.39,20,4.09,2.29,22
screenwriter,6.21,1.47,19,3.64,2.15,22
screw,5.24,2.17,21,5.4,2.76,20
screwball,4.57,2.09,21,4.05,2.5,22
screwdriver,5.76,1.79,21,3.8,2.08,25
screwy,3.86,1.53,21,4.19,1.86,21
scribble,5.21,2.07,19,3.76,2.0,21
scrimmage,4.91,1.51,22,5.63,1.95,19
script,5.42,2.12,19,3.65,2.46,20
scripture,5.47,2.67,19,2.89,2.05,19
scroll,5.32,1.57,19,3.86,2.36,22
scrotum,4.8,2.48,20,4.62,2.27,21
scrounge,3.67,2.2,21,4.05,2.32,22
scrounger,3.65,1.87,20,5.75,2.31,20
scrub,4.53,1.07,19,3.95,2.01,20
scruffy,4.42,1.3,19,4.38,2.01,21
scrumptious,7.2,1.32,20,4.95,2.59,22
scrutiny,3.83,2.09,18,4.05,2.44,20
scuba,5.86,1.88,21,3.86,2.36,22
scuff,3.26,1.28,19,3.82,2.22,22
scuffle,3.78,1.9,18,4.41,2.52,22
scullery,4.47,1.31,19,3.53,2.14,19
sculptor,5.91,1.06,22,4.87,2.63,23
sculpture,6.5,2.06,20,3.48,2.34,21
scum,2.12,1.14,41,5.2,2.04,45
scumbag,2.48,1.86,21,5.1,1.76,21
scurry,2.95,1.39,19,4.59,2.06,22
scurvy,2.76,1.86,42,5.18,2.58,22
scuttle,4.5,0.76,20,3.86,2.29,22
sea,6.56,2.09,18,2.8,2.33,20
seaboard,5.75,1.77,20,3.45,2.22,22
seafood,6.45,2.44,22,4.73,2.95,26
seagull,5.27,1.7,22,2.9,2.21,21
seal,5.0,1.3,21,2.5,2.11,24
seam,5.25,1.33,20,3.5,2.52,22
seaman,5.28,1.9,18,4.3,2.75,20
seamstress,5.6,1.73,20,3.18,1.94,17
search,5.56,1.5,18,3.85,2.37,20
searchlight,5.35,1.35,20,3.65,2.06,20
seashore,7.68,1.6,19,3.0,2.39,21
seasick,1.89,1.29,19,5.0,2.47,41
seaside,7.67,1.49,21,4.41,3.13,22
season,6.71,1.27,21,3.2,1.82,20
seasonal,6.58,1.61,19,4.3,2.2,23
seasoned,7.16,1.42,19,3.75,2.4,20
seasoning,6.38,1.4,21,2.55,1.71,22
seat,5.22,1.44,18,3.0,1.95,20
seatbelt,5.79,1.78,19,3.55,2.09,20
seating,5.33,0.97,21,2.91,1.95,23
seawater,5.95,1.93,20,3.0,2.05,22
seaweed,4.52,2.2,21,3.9,2.2,20
sec,4.74,1.91,19,2.95,1.79,22
secluded,5.21,2.55,19,3.45,2.34,22
seclusion,3.91,1.93,22,3.23,2.35,22
second,5.23,1.57,22,3.48,1.91,21
second cousin,6.11,1.45,19,4.04,2.18,23
secondary,4.77,0.97,22,3.85,2.05,26
secondhand,5.53,1.9,19,3.77,2.22,22
secrecy,4.15,1.31,20,5.18,2.86,17
secret,5.33,1.96,21,4.14,2.1,21
secretary,5.18,1.84,22,3.8,2.17,20
Secretary of State,4.29,1.62,21,3.52,2.06,21
secretive,4.15,1.35,20,5.73,2.21,22
sect,3.81,1.57,21,3.5,2.02,22
section,5.05,1.05,22,3.75,1.68,20
sector,4.67,0.73,21,4.0,1.58,25
secular,4.81,1.69,21,3.52,2.04,23
secure,7.08,1.86,39,3.6,2.5,20
security,6.41,1.4,22,4.19,2.04,21
sedan,5.05,1.78,19,3.39,2.25,18
sedate,4.8,1.51,20,4.0,2.62,20
sedation,4.38,1.6,21,3.48,2.09,21
sedative,4.89,1.88,19,3.45,2.7,20
sediment,5.11,1.37,18,2.91,2.51,22
sedition,3.86,1.65,21,4.13,2.24,23
seduce,6.74,1.82,19,6.23,2.58,22
seducer,3.84,2.03,19,6.33,1.91,21
seduction,6.86,2.08,22,7.16,1.98,19
seductive,6.2,2.26,20,6.52,2.16,21
see,6.27,1.61,22,3.9,2.28,21
seed,6.38,1.99,21,3.68,2.87,19
seeds,5.8,2.02,20,3.64,2.32,22
seedy,3.86,1.98,21,4.05,2.85,22
seek,6.25,1.37,20,3.9,2.59,20
seeker,6.33,1.24,21,4.95,2.22,21
seem,5.45,1.01,22,3.24,1.7,21
seer,5.35,2.11,20,3.77,2.6,22
seesaw,6.5,1.85,22,4.58,2.43,19
segment,4.63,1.42,19,3.61,2.12,18
segregation,3.05,1.93,19,4.09,2.24,22
seismic,4.45,1.67,20,4.32,2.23,22
seize,3.79,0.98,19,4.06,2.53,18
seizure,3.05,1.51,19,4.67,2.33,18
select,6.1,1.64,21,4.05,2.44,20
selection,5.1,1.83,20,3.95,2.04,21
selective,5.21,1.58,19,3.95,2.16,20
selectman,4.84,1.5,19,2.8,1.77,20
selenium,4.86,1.21,22,2.71,1.93,21
self,6.86,1.64,22,4.78,2.97,23
selfish,3.3,1.78,43,4.57,2.35,42
selfishness,2.95,1.78,19,4.57,1.96,21
selfless,7.11,1.49,19,4.52,2.52,23
sell,5.33,2.39,21,4.19,2.2,21
seller,4.82,0.96,22,4.09,2.27,23
sellout,3.74,1.56,19,3.83,2.23,18
seltzer,4.33,1.33,18,2.9,2.13,20
semantics,5.0,1.81,20,4.21,2.55,24
semblance,5.0,1.58,21,3.83,1.61,23
semen,3.85,1.76,20,5.0,2.35,21
semester,5.0,1.3,21,4.2,2.28,20
semi,5.57,1.43,21,3.32,2.21,25
semiautomatic,4.68,2.71,19,6.32,2.24,19
seminar,5.2,1.54,20,3.74,2.16,23
seminary,5.64,1.76,22,3.81,2.15,26
senate,3.38,1.86,21,3.63,2.29,19
senator,4.32,1.96,22,3.75,2.36,20
Senator,4.47,1.54,19,3.9,2.19,21
send,6.18,1.59,22,3.43,2.29,21
sender,6.43,1.25,21,3.24,1.81,21
senile,3.14,1.71,21,3.68,2.66,25
senior,4.79,1.36,19,3.44,2.31,18
seniority,5.0,1.95,23,3.55,2.02,22
senor,5.24,1.61,21,4.25,2.23,24
senorita,7.1,1.37,20,5.4,2.56,20
sensation,6.14,1.9,21,4.96,2.44,25
sensational,7.21,1.99,19,5.7,2.53,23
sense,6.09,1.34,22,3.7,1.81,20
senseless,3.32,1.6,19,3.96,2.66,24
sensibility,6.2,1.44,20,3.45,2.39,20
sensible,6.74,1.05,19,3.72,1.81,18
sensitive,6.33,1.91,21,3.68,2.17,25
sensitivity,5.5,1.77,22,5.3,2.4,23
sensor,4.6,1.23,20,3.47,2.14,19
sensory,6.15,1.31,20,4.52,2.2,21
sensual,7.4,2.06,20,6.35,3.13,20
sensuality,6.71,2.1,21,5.45,2.91,22
sensuous,5.79,1.36,19,5.86,2.8,21
sentence,5.13,2.01,23,3.09,1.74,22
sentencing,3.61,1.46,18,4.57,2.34,21
sentient,5.16,1.8,19,3.64,1.87,22
sentiment,6.2,1.75,41,3.54,2.1,41
sentimental,6.27,2.1,22,2.95,2.11,21
sentimentality,6.0,1.91,19,3.55,1.77,22
sentinel,4.38,1.94,21,3.45,1.99,22
sentry,4.16,2.01,19,3.59,2.56,22
separate,3.95,1.61,20,3.91,1.86,23
separation,3.05,1.96,19,3.67,2.13,21
septic,3.5,1.82,20,3.76,2.12,21
sequel,5.76,1.34,21,3.35,2.46,23
sequence,5.84,1.86,19,2.9,2.02,21
serenade,6.43,1.89,21,3.32,2.32,22
serendipity,6.95,1.87,19,3.23,2.25,22
serene,6.9,1.48,20,4.67,2.72,18
serenity,7.75,1.65,20,2.95,2.6,21
sergeant,3.89,2.42,18,5.1,2.72,21
serial,3.45,1.67,20,4.33,2.0,18
serialize,4.25,1.21,20,3.95,1.83,21
series,5.23,1.66,22,3.62,2.01,21
serious,5.88,1.77,40,4.05,2.48,21
seriousness,4.33,1.43,21,3.9,2.43,20
sermon,4.86,2.55,22,3.1,2.49,20
serpent,3.45,1.85,20,4.83,2.92,18
serum,4.1,1.52,20,3.78,2.34,18
servant,4.0,1.82,21,3.77,2.32,26
serve,5.36,1.36,22,3.7,2.32,20
server,5.35,1.73,20,3.71,2.07,24
service,6.83,1.54,18,2.95,2.09,21
servitude,3.0,1.56,20,4.5,2.87,18
sesame,5.45,1.7,20,3.95,1.91,21
session,5.1,1.41,21,3.38,1.96,21
set,5.23,0.81,22,3.1,1.89,21
setback,3.22,1.31,18,3.95,2.56,20
settle,5.62,1.8,21,3.4,1.88,20
settlement,5.67,2.03,18,3.36,2.7,22
setup,4.35,1.9,23,4.65,2.52,23
seven,4.9,1.3,21,3.8,2.06,25
seventeen,5.9,1.77,20,3.38,2.09,21
seventy,4.55,1.57,20,3.48,2.29,23
sever,3.52,2.02,21,5.39,2.08,23
severance,3.89,2.16,19,3.32,2.25,22
severe,3.21,1.13,19,5.43,1.83,21
severity,3.8,1.24,20,5.48,1.91,21
sew,5.67,1.49,21,4.35,2.21,23
sewage,2.33,1.56,21,4.09,2.37,22
sewer,2.9,1.76,21,3.39,2.06,23
sewing,5.05,1.88,20,3.45,2.24,22
sex,6.73,2.07,22,7.6,2.01,915
sexist,3.4,2.37,20,5.72,2.8,18
sexual,6.64,2.15,22,6.95,2.63,20
sexuality,5.95,1.27,19,7.14,1.96,21
sexy,7.42,2.14,81,6.8,2.48,101
shabby,4.11,2.11,19,4.05,2.7,22
shack,3.89,1.63,19,3.33,1.98,21
shade,5.91,1.7,23,2.91,1.93,22
shadow,5.07,1.8,43,3.1,1.87,41
shadowy,4.48,2.04,21,4.48,2.35,23
shady,3.71,1.85,21,4.29,2.15,21
shaft,4.86,2.26,21,4.65,2.39,20
shag,5.38,2.11,21,4.95,2.68,20
shake,4.59,1.82,22,5.2,2.71,20
shakedown,4.05,1.93,20,5.55,2.67,22
shaker,5.19,1.12,21,3.58,2.67,24
shaky,3.16,1.17,19,4.33,2.2,21
shall,5.86,1.42,22,3.52,1.94,21
shallow,3.86,1.74,21,3.0,2.34,24
shallows,5.37,1.61,19,2.52,1.89,21
sham,3.45,1.73,20,3.14,2.15,21
shaman,5.21,1.4,19,4.17,2.28,18
shame,2.62,2.11,21,5.4,2.64,20
shamed,2.51,1.68,43,4.23,2.29,43
shameful,3.0,1.8,22,4.81,2.82,21
shameless,3.89,2.47,19,4.17,2.27,23
shampoo,5.75,1.33,20,3.18,2.06,22
shank,3.4,1.5,20,4.9,2.21,21
shanty,3.14,1.65,21,4.56,1.85,25
shape,5.41,1.87,22,3.6,2.06,20
shard,4.05,1.72,19,4.18,2.7,22
share,6.22,2.46,18,3.2,2.21,20
shareholder,4.48,1.99,21,2.96,2.14,23
shark,4.02,1.8,42,5.27,2.65,45
sharp,5.24,2.02,21,6.0,2.11,19
sharpen,5.67,1.41,18,4.74,2.64,19
sharpshooter,4.26,2.0,19,5.62,2.09,21
shatter,3.44,1.5,18,5.29,2.47,21
shattering,3.67,1.43,21,5.0,3.07,21
shave,4.9,1.76,21,3.11,2.18,19
shaver,5.39,1.2,18,4.22,2.19,23
shawl,4.9,1.25,20,3.35,1.95,20
shear,5.21,1.75,19,3.57,1.99,21
sheath,4.85,1.23,20,4.05,1.96,22
shed,5.37,1.86,19,3.64,2.19,22
sheep,5.32,1.89,19,2.95,2.26,20
sheepdog,6.4,1.98,20,3.91,2.27,22
sheer,5.38,1.4,21,5.55,2.74,20
sheet,5.57,1.08,21,2.64,1.62,22
sheik,5.15,1.69,20,4.39,2.12,18
shelf,5.62,1.07,21,3.09,1.69,22
shell,6.05,1.69,21,3.23,2.02,22
shellfish,5.0,2.34,20,2.9,2.15,20
shelter,6.5,1.61,20,3.25,2.19,24
sheltered,5.39,1.94,44,3.14,2.01,42
shepherd,5.75,1.29,20,3.05,2.09,21
sherbet,6.36,1.89,22,4.65,2.64,23
sheriff,4.44,1.89,18,4.3,2.62,20
sherry,5.95,1.75,19,3.65,2.37,20
shield,5.91,1.41,22,3.65,2.51,26
shift,4.95,1.13,19,3.82,2.24,17
shifty,3.37,2.48,19,4.78,1.88,23
shilling,5.36,1.62,22,3.76,2.19,21
shimmer,6.95,1.36,22,5.37,2.48,19
shimmering,6.81,1.25,21,4.33,2.39,21
shimmy,6.52,1.72,21,5.2,2.65,20
shin,5.09,1.15,22,3.68,2.38,25
shindig,6.9,1.51,21,5.8,2.28,20
shine,7.27,1.39,22,5.19,2.4,26
shiner,4.84,2.06,19,4.0,1.92,20
shingle,4.45,2.09,20,3.71,2.28,21
shining,5.84,1.57,19,3.89,2.32,18
shiny,6.68,1.89,19,4.45,2.14,20
ship,6.14,1.68,21,3.94,2.29,18
shipment,5.26,1.41,19,3.91,1.86,23
shipping,5.6,1.23,20,4.41,2.42,22
shipshape,5.2,1.36,20,4.29,2.27,24
shipwreck,3.84,1.42,19,6.85,1.69,20
shipyard,5.05,1.23,20,3.52,2.19,23
shire,5.78,1.56,18,3.3,1.75,20
shirt,5.56,1.85,18,2.3,1.59,20
shit,3.91,2.27,22,5.67,2.69,21
shitfaced,4.65,3.08,20,6.05,2.72,22
shithead,2.37,2.14,19,6.0,2.25,20
shitload,4.76,2.39,21,6.19,2.5,21
shitty,2.3,1.56,20,5.45,2.26,22
shiver,3.61,2.12,18,4.65,2.54,20
shock,3.9,2.05,21,5.95,2.86,20
shocker,4.35,2.03,20,4.62,2.67,21
shocking,4.63,2.36,19,5.3,2.68,20
shoddy,4.14,1.88,21,4.8,2.28,20
shoe,5.78,1.73,18,2.4,1.67,20
shoelace,5.71,1.38,21,3.13,2.24,23
shoemaker,5.86,1.98,21,2.7,2.12,23
shoes,5.88,1.92,24,3.57,2.87,23
shoeshine,5.68,2.06,19,2.9,1.8,20
shoot,3.5,2.37,22,6.0,2.47,21
shooter,3.7,2.0,20,6.48,2.06,21
shootout,3.32,1.83,19,6.09,2.58,22
shop,5.89,2.4,18,4.76,2.62,21
shopkeeper,5.35,1.76,20,3.57,2.09,21
shoplifter,2.26,1.41,19,5.59,2.5,22
shoplifting,2.95,1.72,21,4.32,2.88,22
shopper,5.29,1.49,17,3.94,2.53,18
shoreline,6.29,1.59,21,4.42,2.43,19
short,5.67,1.41,18,2.62,2.01,21
short story,5.42,1.46,19,3.86,2.48,21
shortage,3.63,1.57,19,3.72,2.02,18
shortcake,6.89,1.45,19,4.14,2.54,21
shortcut,5.84,1.64,19,4.05,2.52,20
shorten,5.05,1.56,21,2.77,1.8,22
shorthand,4.9,1.51,21,4.44,2.02,25
shortness,3.75,1.29,20,4.48,2.2,21
shorts,5.95,1.85,20,4.23,2.29,22
shortstop,5.3,1.92,20,4.4,2.19,20
shortwave,5.3,0.73,20,4.33,2.33,24
shot,2.82,1.71,22,6.48,2.38,21
shotgun,3.5,2.04,20,6.55,2.22,918
shoulder,5.1,1.89,20,2.96,1.61,23
shout,5.0,1.65,20,6.29,2.05,21
shove,3.1,1.14,21,3.83,3.06,24
shovel,4.8,1.58,20,3.5,1.87,22
show,5.91,1.27,22,4.1,2.41,21
showbiz,5.52,1.33,21,6.05,2.54,20
showboat,5.0,2.29,20,4.12,2.39,17
showcase,6.29,1.45,21,3.71,3.0,24
showdown,4.68,2.11,19,5.55,2.61,20
shower,7.19,1.57,21,4.15,2.72,20
showgirl,5.38,2.56,21,5.76,2.57,21
showoff,4.0,2.19,21,5.45,2.01,20
showroom,5.57,2.01,21,3.88,3.01,24
shrapnel,3.6,1.85,20,4.96,2.36,23
shred,4.53,2.39,19,3.7,2.1,23
shrew,3.83,1.76,24,3.87,2.07,23
shrewd,4.4,1.73,20,4.18,2.54,22
shriek,3.45,1.8,38,5.37,2.82,41
shrill,3.33,1.46,21,5.95,2.04,21
shrimp,6.95,1.72,21,3.78,2.52,23
shrine,5.38,1.47,21,3.35,2.1,23
shrink,4.0,0.89,21,3.42,2.1,24
shrivel,4.21,2.25,19,4.14,2.08,22
shroud,4.21,1.96,19,3.4,2.11,20
shrug,4.71,1.82,21,3.9,1.74,20
shrunken,3.58,1.8,19,4.43,2.06,21
shudder,4.1,1.14,21,4.48,2.68,25
shuffle,4.72,1.02,18,3.45,2.28,20
shuffleboard,4.77,1.41,22,3.92,2.22,25
shuffling,4.85,1.84,20,4.68,2.38,19
shun,2.42,1.3,19,4.04,2.33,23
shunt,4.2,1.28,20,3.76,2.0,21
shut,4.5,1.44,22,4.05,2.18,21
shutdown,3.57,1.72,21,2.92,2.15,24
shuteye,5.47,1.74,19,3.06,2.13,18
shutter,4.7,1.81,20,3.38,2.33,21
shuttle,5.65,1.5,20,3.81,1.94,21
shy,5.16,1.74,19,3.33,2.11,39
shyness,4.43,1.47,21,3.0,2.3,24
shyster,3.68,1.45,19,4.0,2.43,18
sibling,7.27,1.16,22,5.16,2.71,19
sick,2.29,1.38,21,4.67,2.58,21
sickbay,3.65,1.95,20,4.18,2.46,22
sickening,2.53,1.58,19,5.05,2.14,20
sickle,3.95,2.09,19,3.5,2.24,22
sickly,3.16,1.99,25,4.41,2.5,22
sickness,2.4,1.27,20,3.95,2.25,41
side,5.32,1.32,22,3.14,2.08,21
sidearm,4.55,1.64,20,3.67,2.55,24
sidebar,4.95,2.14,20,3.85,2.56,20
sideburns,4.18,1.3,22,4.29,2.24,21
sidecar,6.11,1.45,19,4.73,1.93,22
sidekick,6.14,2.2,21,4.08,2.12,25
sideline,4.55,1.54,20,3.35,1.92,23
sideshow,4.86,1.39,21,5.0,2.29,22
sidewalk,5.67,1.56,21,3.65,1.66,20
sidewinder,4.26,1.97,19,5.09,2.67,22
siege,4.1,2.1,21,5.55,2.44,20
siesta,6.38,1.69,21,3.59,2.13,22
sift,5.09,0.92,22,3.67,2.08,21
sigh,4.29,1.74,21,2.91,1.74,22
sight,7.11,1.41,18,3.2,2.89,20
sighting,5.57,1.29,21,4.26,2.03,23
sightseeing,7.38,1.36,21,5.08,2.67,24
sigma,4.83,2.43,18,3.23,1.97,22
sign,5.27,1.08,22,3.19,1.83,21
signal,5.27,1.16,22,4.05,2.28,20
signature,5.57,1.69,21,3.3,2.3,23
significance,6.21,1.72,19,4.0,1.92,21
significant,6.6,1.27,20,4.9,2.51,20
signify,5.16,2.06,19,4.8,2.4,20
silence,5.25,2.07,20,3.48,2.66,23
silencer,3.9,1.79,21,3.57,2.76,23
silent,5.14,1.98,21,3.21,2.02,24
silhouette,6.1,1.45,21,3.14,2.19,22
silicon,5.1,1.97,20,4.05,1.96,22
silicone,4.26,1.48,19,3.44,1.85,18
silk,6.55,1.93,40,3.88,2.5,41
silken,6.38,1.88,21,2.7,2.03,20
silky,7.0,2.06,18,3.73,2.47,22
sill,5.0,1.45,21,3.36,1.96,25
silliness,6.27,1.61,22,5.13,2.75,23
silly,6.72,1.72,39,4.86,2.36,42
silo,4.59,0.94,17,2.9,2.38,20
silver,7.48,1.75,21,4.0,2.53,20
silverware,5.76,1.64,21,2.96,1.87,23
silvery,5.72,1.87,18,3.67,2.63,18
similar,5.86,1.42,21,3.43,1.83,21
similarity,6.05,1.85,20,3.14,2.24,21
simmer,5.86,1.42,21,3.18,2.17,22
simple,7.17,1.54,18,2.71,2.35,21
simpleton,4.53,2.29,19,3.18,2.42,22
simplicity,7.05,1.13,19,3.57,2.11,21
simplify,6.35,1.35,20,3.1,2.59,20
simplistic,6.43,1.4,21,3.88,2.59,25
simulate,5.76,1.55,21,4.84,2.29,19
simulated,5.63,1.71,19,4.61,2.21,23
simulation,5.67,1.11,21,3.83,2.33,23
simulator,5.9,2.0,21,3.82,2.32,22
simultaneous,5.57,1.63,21,3.48,2.06,23
sin,3.08,1.85,40,5.82,2.04,22
sincere,6.86,2.03,22,3.91,2.72,22
sincerity,7.9,1.21,20,4.42,2.48,19
sinful,3.37,2.39,19,5.76,2.34,21
sing,7.5,1.37,22,4.1,2.49,21
singer,6.9,1.41,20,4.86,2.08,21
single,5.39,2.06,18,3.85,2.25,20
singular,4.89,1.2,19,3.12,1.9,17
singularity,4.6,2.14,20,3.22,2.19,23
sinister,2.63,1.57,19,5.1,2.73,20
sink,4.62,1.63,21,3.7,2.18,23
sinker,4.84,1.77,19,3.45,2.32,22
sinner,3.25,2.02,20,5.38,2.58,21
sinus,3.57,1.54,21,3.23,2.37,22
sip,5.38,1.16,21,2.71,1.94,24
sir,5.45,1.41,22,4.33,2.35,21
sire,5.38,1.43,21,3.54,2.47,24
siren,3.8,2.09,20,6.1,2.86,20
sirloin,7.38,1.24,21,4.0,2.59,24
sissy,3.42,1.74,19,3.26,2.53,23
sister,7.0,1.77,22,3.86,2.06,21
sisterhood,5.68,1.2,19,4.33,2.35,18
sit,5.82,1.18,22,3.19,2.11,21
sitcom,6.1,1.22,21,3.29,2.87,24
site,5.22,1.48,18,3.55,1.63,22
sitter,4.89,1.33,19,2.73,1.93,22
situation,5.33,1.53,18,4.05,2.58,20
six,4.85,1.6,20,3.18,2.13,17
sixpence,4.62,1.63,21,3.52,2.15,23
sixteen,6.3,1.56,20,4.2,2.24,20
sixty,4.7,1.95,20,3.9,2.59,20
sizable,6.62,1.6,21,4.3,1.98,20
size,5.61,1.42,18,3.14,2.17,21
sizzle,6.14,1.39,21,4.39,2.46,23
ska,4.57,2.06,21,3.56,2.18,25
skate,6.74,1.66,19,4.48,2.5,23
skateboard,5.16,2.06,19,4.0,2.61,21
skater,6.16,1.83,19,3.95,2.6,21
skedaddle,5.24,2.02,21,4.11,2.64,19
skeet,4.25,1.74,20,5.1,2.45,21
skeletal,3.63,1.86,19,4.2,1.94,20
skeleton,4.37,1.95,19,4.55,2.86,22
skeptic,4.21,1.55,19,5.35,1.5,20
skeptical,3.58,1.77,19,5.45,2.15,42
skepticism,4.3,2.0,20,5.3,2.41,20
sketch,6.21,1.4,19,4.33,2.2,21
sketchy,4.09,1.77,22,4.96,1.93,26
skewer,5.37,1.67,19,4.81,2.11,21
ski,5.91,2.11,22,6.05,2.55,19
skid,4.0,1.92,21,4.45,2.16,20
skier,5.76,1.18,21,3.14,2.4,22
skiing,6.25,2.07,20,5.4,2.36,25
skijump,5.11,1.33,19,5.5,2.58,42
skill,6.65,1.81,20,4.94,2.39,18
skilled,7.05,1.05,22,5.0,2.6,19
skillet,5.85,1.9,20,3.24,2.66,21
skillful,6.86,1.28,22,4.42,2.3,26
skim,4.67,1.88,21,3.55,1.82,20
skimpy,4.65,2.32,20,4.0,2.66,23
skin,5.78,1.63,18,3.25,2.51,20
skinny,5.36,2.15,22,4.27,2.36,26
skip,4.76,1.58,21,4.25,1.96,24
skirmish,4.25,2.05,20,5.11,2.52,18
skirt,6.14,1.88,21,4.88,2.63,24
skit,5.63,1.92,19,4.8,2.12,20
skittish,4.27,1.12,22,4.95,2.54,22
skull,3.63,2.03,19,4.98,2.34,45
skunk,3.78,1.96,18,5.81,2.23,21
sky,7.32,1.7,19,2.74,1.91,23
skylight,6.8,1.24,20,3.95,2.61,20
skyline,6.17,1.79,18,4.4,2.62,20
skyscraper,5.84,1.54,19,5.33,2.46,40
slab,4.7,1.63,20,2.4,1.43,20
slack,3.85,1.6,20,3.22,2.26,18
slag,2.63,1.57,19,3.9,2.19,21
slam,4.79,2.04,19,4.61,2.35,18
slammer,4.09,2.02,22,4.79,2.32,19
slander,2.45,1.36,20,5.68,2.58,19
slang,5.25,1.65,20,4.47,2.5,17
slant,4.84,1.64,19,4.1,2.29,20
slap,2.95,1.43,19,4.59,2.3,22
slash,4.85,1.73,20,5.65,2.81,20
slate,4.77,1.11,22,3.19,2.0,26
slaughter,2.33,1.85,40,5.77,2.36,43
slaughterhouse,2.68,1.67,19,6.76,2.39,21
slave,2.06,1.92,18,4.53,2.68,45
slavery,2.0,1.97,18,5.45,3.0,22
slay,2.63,1.54,19,4.9,2.28,21
slayer,4.43,2.56,21,4.88,2.8,24
sleaze,2.95,2.06,21,4.12,1.8,24
sleazy,3.85,1.93,20,5.64,2.19,22
sled,6.35,1.58,17,3.25,2.24,20
sledge,4.55,0.69,20,3.25,1.89,20
sledgehammer,3.57,1.83,21,4.43,2.64,23
sleek,6.26,1.48,19,4.08,2.28,24
sleep,7.22,1.65,41,3.6,2.57,43
sleeper,5.84,1.57,19,3.04,2.26,24
sleepless,3.11,2.03,18,4.64,2.36,22
sleepover,6.26,1.69,19,4.7,1.87,23
sleepy,4.36,1.36,22,3.04,2.51,23
sleepyhead,5.43,1.83,21,2.85,2.03,20
sleet,4.4,1.88,20,4.0,2.53,20
sleeve,5.95,1.39,19,3.26,2.34,23
sleigh,6.11,1.7,19,3.42,1.98,24
sleight,4.65,1.73,20,3.24,2.26,21
slender,6.05,1.99,20,4.17,2.62,18
slice,5.05,1.65,19,3.5,2.52,20
slick,5.0,1.49,20,4.17,2.79,24
slicker,4.84,1.61,19,3.82,2.68,22
slide,5.71,1.71,21,3.3,2.1,23
slider,5.94,1.43,18,4.35,2.37,23
slight,4.6,1.47,20,3.78,1.93,23
slim,6.63,1.61,19,4.26,2.07,23
slime,3.15,1.57,41,4.58,2.47,43
slimy,3.21,1.36,19,5.1,1.67,21
sling,4.26,1.59,19,4.9,1.94,20
slingshot,5.41,1.99,22,5.47,2.17,19
slinky,4.63,1.8,19,3.95,2.3,22
slip,4.33,1.28,21,4.7,2.03,23
slipper,5.8,1.47,20,3.83,2.41,24
slippery,4.38,1.36,21,5.35,2.4,23
slit,4.26,2.26,19,4.23,2.54,22
sliver,5.75,1.83,20,3.85,2.52,20
slob,2.48,1.33,21,4.7,2.43,20
slobber,3.65,1.97,23,4.29,2.65,21
slogan,4.9,1.92,20,3.45,1.7,20
slop,3.74,2.1,19,3.41,2.24,22
slope,5.42,1.46,19,3.59,2.89,22
sloppy,3.42,1.89,19,3.64,1.84,22
slot,5.2,1.51,20,4.1,2.21,21
sloth,4.05,2.14,20,2.9,2.2,20
slouch,3.85,1.04,20,3.45,2.46,22
